planner_horizon,trace_seed,total_cost,planning_ms_per_decision
1,3307007,91.60060287920149,0.12355625767668243
2,3307007,87.59146428191661,0.4905359419353772
4,3307007,86.88872718323502,4.7687859423604095
6,3307007,84.50738870880942,42.30992656448507
1,3307008,114.72863818639303,0.12276562301849481
2,3307008,107.69250628940951,0.5023531284678029
4,3307008,105.52868439034864,4.847551559578278
6,3307008,104.93864730008808,42.65903905616142
1,3307009,111.72656347244268,0.1394812461512629
2,3307009,105.98453872219814,0.49642969861452
4,3307009,104.36452237916069,4.834123437831295
6,3307009,104.00019560878779,42.45237968461879
1,3307010,100.21765143743058,0.1300109361181967
2,3307010,94.09052623831536,0.4900937383354176
4,3307010,92.26220827177764,4.817424989596475
6,3307010,90.86979684233665,42.18274687445955
1,3307011,71.84241683781147,0.13040469275438227
2,3307011,70.34161259233952,0.48245780635625124
4,3307011,67.16759560257196,4.783839056472061
6,3307011,67.06797640770674,42.1762546775426
1,3307012,98.04804507118097,0.122485937026795
2,3307012,93.28743574526759,0.4890484342467971
4,3307012,91.2548402747199,4.75873592949938
6,3307012,91.10609831419438,42.19736719096545
